Category,Description,Address,City,Postal Code,Floor Space,Floor Space Unit,Avg Hours/Week,Annual Flow (Mega Litres),Electricity Quantity,Electricity Unit,Natural Gas Quantity,Natural Gas Unit,Fuel Oil 1 & 2 Quantity,Fuel Oil 1 & 2 Unit,Fuel Oil 4 & 6 Quantity,Fuel Oil 4 & 6 Unit,Propane Quantity,Propane Unit,Coal Quantity,Coal Unit,Wood Quantity,Wood Unit,District Heating Quantity,District Heating Unit,District Heating Renewable?,"District Heating If Yes, enter Emission Factor",District Cooling Quantity,District Cooling Unit,District Cooling Renewable?,"District Cooling If Yes, enter Emission Factor",GHG Emissions(Kg),Energy Intensity(ekWh/sqft),Energy Intensity(ekWh/Mega Litre),Building / Operation Identifier,Comments
Fire Station 142,Fire stations and associated offices and facilities,2753 Jane Street,Toronto,M3L 2M1,5586,Square feet,168,0,129459.1074,kWh,20671.87124,Cubic meter,,,,,,,,,,,,,,,,,,,44766,62.2,,FS142,Fire Stations
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,Toronto,M3H 6B3,6997,Square feet,100,0,366189.9809,kWh,15102.84377,Cubic meter,,,,,,,,,,,,,,,,,,,44657,75.1,,CHAPC,Community Centres
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,Toronto,M9M 2M8,22604,Square feet,70,0,46596.52085,kWh,22536.66429,Cubic meter,,,,,,,,,,,,,,,,,,,44645,12.6,,RR160,Storage Facilities
16 Rosehill Ave,Parking garages,16 Rosehill Ave,Toronto,M4T 2B7,0,Square feet,168,0,1009290.483,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,44409,,,16ROSE,Parking Lots and Garages
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,Toronto,M4A 0A2,11485,Square feet,168,0,201581.1668,kWh,18794.6103,Cubic meter,,,,,,,,,,,,,,,,,,,44391,34.8,,HUSAR,Fire Stations
Fire Station 442,Fire stations and associated offices and facilities,2015 Lawrence Ave W,Toronto,M9N 3V5,15479,Square feet,168,0,202586.6524,kWh,18753.65065,Cubic meter,,,,,,,,,,,,,,,,,,,44358,25.9,,FS442,Fire Stations
Fire Station 235,Fire stations and associated offices and facilities,200 Bermondsey Rd.,Toronto,M4A 1Y1,8902,Square feet,168,0,103508.277,kWh,20854.79091,Cubic meter,,,,,,,,,,,,,,,,,,,43970,36.4,,FS235,Fire Stations
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,M5M 4L9,5780,Square feet,100,0,189484.5038,kWh,18795.18811,Cubic meter,,,,,,,,,,,,,,,,,,,43860,67.1,,LEDBR,Community Centres
Fire Station 233,Fire stations and associated offices and facilities,59 Curlew Dr,Toronto,M3A 2P8,11001,Square feet,168,0,87820.69988,kWh,21137.67011,Cubic meter,,,,,,,,,,,,,,,,,,,43814,28.3,,FS233,Fire Stations
Oakdale Community Center,Community centres,350 Grandravine Dr,Toronto,M3N 1J4,10000,Square feet,100,0,184791.4743,kWh,18769.06897,Cubic meter,,,,,,,,,,,,,,,,,,,43604,38.3,,350GRA,Community Centres
Fire Station 445,Fire stations and associated offices and facilities,280 Burnhamthorpe Rd,Toronto,M9B 1Z5,11765,Square feet,168,0,114246.5869,kWh,20355.02298,Cubic meter,,,,,,,,,,,,,,,,,,,43498,28.0,,FS445,Fire Stations
Downsview,Public libraries,2793 Keele St,Toronto,M3M 2G3,20021,Square feet,70,0,295248.4775,kWh,16114.154,Cubic meter,,,,,,,,,,,,,,,,,,,43447,23.2,,DO,Public Libraries
Mainland Ferry Terminal,Other,9 Queens Quay W.,Toronto,M5J 2H3,6135,Square feet,100,0,694128.6909,kWh,6665.598845,Cubic meter,,,,,,,,,,,,,,,,,,,43140,124.6,,MFT,Outdoor Recreational Facilities
Fairbank Park Pool,Other,50 Keywest Ave,Toronto,M6E 2A9,3264,Square feet,100,0,121802.1586,kWh,19938,Cubic meter,,,,,,,,,,,,,,,,,,,43042,101.8,,FBP,Outdoor Recreational Facilities
70 Dunfield Ave,Parking garages,70 Dunfield Ave,Toronto,M4S 1V8,0,Square feet,168,0,972399.5929,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,42786,,,70DUNF,Parking Lots and Garages
Thomas Berry Childcare Centre,Other,3495 Lakeshore Blvd.W.,Toronto,M8W 1N4,9117,Square feet,100,0,122672.3797,kWh,19375.68806,Cubic meter,,,,,,,,,,,,,,,,,,,42018,35.9,,TBCC,Child Care Facilities
Ted Reeve Arena,Indoor sports arenas,175 Main St,Toronto,M4E 2W2,40601,Square feet,100,0,951137.5076,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,41850,23.4,,TRA,Indoor Sports Arena
Maintenance Yard #3,"Storage facilities where equipment or vehicles are maintained, repaired or stored",195 Berdmondsy Rd,Toronto,M4A 1X9,4618,Square feet,70,0,475045.1779,kWh,11033.60606,Cubic meter,,,,,,,,,,,,,,,,,,,41756,128.1,,MY3,Storage Facilities
Parkdale,Public libraries,1305 Queen St. W.,Toronto,M6K 1L4,24079,Square feet,70,0,295576.7398,kWh,15118.75576,Cubic meter,,,,,,,,,,,,,,,,,,,41580,18.9,,PK,Public Libraries
Leaside Park Pool,Other,5 Leaside Park Dr,Toronto,M4H 1R1,5662,Square feet,100,0,91404.38497,kWh,19713.33492,Cubic meter,,,,,,,,,,,,,,,,,,,41280,52.9,,LSPP,Outdoor Recreational Facilities
Moss Park Arena,Indoor sports arenas,140 Sherbourne St,Toronto,M5A 2R6,22335,Square feet,100,0,934710.7748,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,41127,41.8,,MOSSA,Indoor Sports Arena
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,M5V 3C6,55004,Square feet,100,0,768352.801,kWh,3867.8125,Cubic meter,,,,,,,,,,,,,,,,,,,41118,14.7,,RPCC,Community Centres
Weston Park,Other,2125 Lawrence Ave W,Toronto,M9N 1H7,3250,Square feet,100,0,55143.4861,kWh,20434,Cubic meter,,,,,,,,,,,,,,,,,,,41047,83.3,,WTP,Outdoor Recreational Facilities
Dieppe Park Ice Rink,Other,355 Cosburn Ave,Toronto,M4J 2N2,3498,Square feet,100,0,473995.3431,kWh,10663.63099,Cubic meter,,,,,,,,,,,,,,,,,,,41010,167.7,,DIEPR,Outdoor Recreational Facilities
Cedar Ridge Creative Centre,Cultural facilities,225 Confederation Dr,Toronto,M1G 1B2,13110,Square feet,100,0,144548.285,kWh,18220.19662,Cubic meter,,,,,,,,,,,,,,,,,,,40796,25.7,,CEDRC,Cultural Facilities
Runnymede,Public libraries,2178 Bloor St. W.,Toronto,M6S 1M8,12034,Square feet,70,0,146071.4415,kWh,18152.44559,Cubic meter,,,,,,,,,,,,,,,,,,,40735,28.1,,RN,Public Libraries
Fire Station 324,Fire stations and associated offices and facilities,840 Gerrard St E,Toronto,M4M 1Y7,13153,Square feet,168,0,47877.09414,kWh,20434.022,Cubic meter,,,,,,,,,,,,,,,,,,,40727,20.0,,FS324,Fire Stations
Maintenance Yard #6,"Storage facilities where equipment or vehicles are maintained, repaired or stored",7 Leslie St,Toronto,M4M 3M9,6135,Square feet,70,0,138413.3309,kWh,18298.13814,Cubic meter,,,,,,,,,,,,,,,,,,,40674,54.0,,MY6,Storage Facilities
Water Revenue Office,"Administrative offices and related facilities, including municipal council chambers",77 Elizabeth St,Toronto,M5G 1P4,14768,Square feet,70,0,176071.5243,kWh,17391.01387,Cubic meter,,,,,,,,,,,,,,,,,,,40616,24.4,,WRO,Administrative Offices
Trace Manes Clubhouse,Indoor recreational facilities,110 Rumsey Rd,Toronto,M4G 1P2,6329,Square feet,100,0,92320.95768,kWh,19210.36187,Cubic meter,,,,,,,,,,,,,,,,,,,40370,46.6,,TCMC,Indoor Recreational Facilities
Park Lights - unknown name,Other,0 City Parks Ltg,Toronto,M5V 3C6,0,Square feet,100,0,913617.9568,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40199,,,PLTO,Outdoor Recreational Facilities
Wedgewood Pool and Rink,Other,15 Swan Ave,Toronto,M9B 1V1,2648,Square feet,100,0,176410.3303,kWh,17118.81281,Cubic meter,,,,,,,,,,,,,,,,,,,40117,134.9,,WEDGE,Outdoor Recreational Facilities
Willowridge Childcare Centre,Other,30 Earldown Dr,Toronto,M9R 2L3,4844,Square feet,100,0,78243.3408,kWh,19294.61135,Cubic meter,,,,,,,,,,,,,,,,,,,39910,58.2,,WCC,Child Care Facilities
Fire Station 132,Fire stations and associated offices and facilities,476 Lawrence Ave. W,Toronto,M5M 1C4,7664,Square feet,168,0,96690.60758,kWh,18850.45054,Cubic meter,,,,,,,,,,,,,,,,,,,39882,38.6,,FS132,Fire Stations
Fire Station 227,Fire stations and associated offices and facilities,1904 Queen St E,Toronto,M4L 1H4,10484,Square feet,168,0,65058.74727,kWh,19551.97531,Cubic meter,,,,,,,,,,,,,,,,,,,39816,25.9,,FS227,Fire Stations
Riverdale,Public libraries,370 Broadview Ave.,Toronto,M4K 2M8,9655,Square feet,70,0,159510.504,kWh,17302.76786,Cubic meter,,,,,,,,,,,,,,,,,,,39721,35.4,,RD,Public Libraries
Pine Point C.C & Pool,Other,15 Grierson Rd (Allenby Ave),Toronto,M9W 3R2,17265,Square feet,100,0,66806.71937,kWh,19339,Cubic meter,,,,,,,,,,,,,,,,,,,39490,15.7,,PINEC,Outdoor Recreational Facilities
Tam Heather C.C,Community centres,730 Military Trail,Toronto,M1E 4P7,28546,Square feet,100,0,889296.996,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,39129,31.2,,TAMHC,Community Centres
Fire Station 441,Fire stations and associated offices and facilities,947 Martingrove Rd,Toronto,M9W 4V6,19472,Square feet,168,0,123372.828,kWh,17745.34212,Cubic meter,,,,,,,,,,,,,,,,,,,38967,16.0,,FS441,Fire Stations
Station #40,Ambulance stations and associated offices and facilities,58 Richmond St.E.,Toronto,M5C 1N7,12798,Square feet,168,0,176786.5106,kWh,16454.76732,Cubic meter,,,,,,,,,,,,,,,,,,,38878,27.4,,AS40,Ambulance Stations
Fire Station 133,Fire stations and associated offices and facilities,1505 Lawrence Ave. W,Toronto,M6L 1A8,8062,Square feet,168,0,105297.196,kWh,18064.03226,Cubic meter,,,,,,,,,,,,,,,,,,,38774,36.7,,FS133,Fire Stations
Fire Station 143,Fire stations and associated offices and facilities,1009 Sheppard Ave. W,Toronto,M3H 2T7,2895,Square feet,168,0,75116.18294,kWh,18360.43353,Cubic meter,,,,,,,,,,,,,,,,,,,38006,92.9,,FS143,Fire Stations
Tam O'shanter Golf Course,Other,2461 Birchmount Rd,Toronto,M1T 2M6,4489,Square feet,100,0,144591.2276,kWh,16732.39382,Cubic meter,,,,,,,,,,,,,,,,,,,37986,71.6,,TOGC,Outdoor Recreational Facilities
#21 Police Division,Police stations and associated offices and facilities,791 Islington Ave,Toronto,M8Z 4C9,7492,Square feet,168,0,180343.2024,kWh,15846.79671,Cubic meter,,,,,,,,,,,,,,,,,,,37886,46.4,,21PD,Police Stations
Neilson Pk Creative Arts,Cultural facilities,56 Neilson Dr,Toronto,M9C 1V7,12346,Square feet,100,0,174197.2907,kWh,15854.53604,Cubic meter,,,,,,,,,,,,,,,,,,,37630,27.7,,NEILC,Cultural Facilities
Station #38,Ambulance stations and associated offices and facilities,259 Horner Ave.,Toronto,M8Z 4Y3,5102,Square feet,168,0,85738.29909,kWh,17902.75449,Cubic meter,,,,,,,,,,,,,,,,,,,37609,53.8,,AS38,Ambulance Stations
Wedgewood Pool and Rink,Other,15 Swan Ave,Toronto,M9B 1V1,2648,Square feet,100,0,175395.0268,kWh,15541.02977,Cubic meter,,,,,,,,,,,,,,,,,,,37090,128.2,,WEDGE,Outdoor Recreational Facilities
Fire Station 325,Fire stations and associated offices and facilities,475 Dundas St E,Toronto,M5A 2B5,10129,Square feet,168,0,109531.9941,kWh,17025.96606,Cubic meter,,,,,,,,,,,,,,,,,,,36998,28.6,,FS325,Fire Stations
Eatonville,Public libraries,430 Burnhamthorpe Rd,Toronto,M9B 2B1,12217,Square feet,70,0,189568.2256,kWh,15035.06688,Cubic meter,,,,,,,,,,,,,,,,,,,36757,28.5,,EA,Public Libraries
Agincourt District,Public libraries,155 Bonis Ave,Toronto,M1T 3W6,26996,Square feet,70,0,604439.2283,kWh,5288.531194,Cubic meter,,,,,,,,,,,,,,,,,,,36591,24.5,,ADL,Public Libraries
William H. Bolton Arena,Indoor sports arenas,40 Rossmore Rd/843 Palmerston Av,Toronto,M6G 2M7,22174,Square feet,100,0,828017.229,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,36433,37.3,,WILLA,Indoor Sports Arena
Fire Station 412,Fire stations and associated offices and facilities,267 Humberline Dr,Toronto,M9W 5T6,7029,Square feet,168,0,78870.22411,kWh,17078.68838,Cubic meter,,,,,,,,,,,,,,,,,,,35749,36.9,,FS412,Fire Stations
Westway Rink (outdoor),Other,175 The Westway,Toronto,M9P 2C2,3714,Square feet,100,0,231847.2731,kWh,13456.74765,Cubic meter,,,,,,,,,,,,,,,,,,,35635,100.7,,WESWR,Outdoor Recreational Facilities
Fire Station 214,Fire stations and associated offices and facilities,745 Meadowvale Rd,Toronto,M1C 1T1,4887,Square feet,168,0,51184.10039,kWh,17516.52903,Cubic meter,,,,,,,,,,,,,,,,,,,35358,48.3,,FS214,Fire Stations
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,M6N 3V4,41786,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,35349,19.2,,GEORA,Indoor Sports Arena
Fire Station 131,Fire stations and associated offices and facilities,3135 Yonge St,Toronto,M4N 2K8,5845,Square feet,168,0,73872.45083,kWh,16935.91824,Cubic meter,,,,,,,,,,,,,,,,,,,35259,43.2,,FS131,Fire Stations
Fire Station 243,Fire stations and associated offices and facilities,4560 Sheppard Ave E,Toronto,M1S 1V2,5350,Square feet,168,0,49764.55537,kWh,17483.12,Cubic meter,,,,,,,,,,,,,,,,,,,35233,43.8,,FS243,Fire Stations
Fire Station 311,Fire stations and associated offices and facilities,20 Balmoral Ave,Toronto,M4V 1J4,12755,Square feet,168,0,59531.05263,kWh,17172.17214,Cubic meter,,,,,,,,,,,,,,,,,,,35075,18.9,,FS311,Fire Stations
Martingrove Rink (outdoor),Other,400 Martin Grove Rd,Toronto,M9B 4L9,4435,Square feet,100,0,246457.4819,kWh,12615.15796,Cubic meter,,,,,,,,,,,,,,,,,,,34687,85.6,,MARTR,Outdoor Recreational Facilities
Hillcrest,Public libraries,5801 Leslie St,Toronto,M2H 1J8,7470,Square feet,70,0,127924.9559,kWh,15265.5065,Cubic meter,,,,,,,,,,,,,,,,,,,34481,38.7,,HC,Public Libraries
Station #41,Ambulance stations and associated offices and facilities,1300 Pape Ave.,Toronto,M4K 3X1,1841,Square feet,168,0,106103.9727,kWh,15763.10256,Cubic meter,,,,,,,,,,,,,,,,,,,34461,148.0,,AS41,Ambulance Stations
Western Beaches Tunnel Storm Pumping Station,Facilities related to the pumping of sewage,775 Lake Shore Blvd W,Toronto,M5V 3T7,0,Square feet,168,2566.462974,782179.4223,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,34416,,304.8,775LAK,Sewage Pumping Facilities
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,M5V 2N8,8999,Square feet,70,0,89871.47714,kWh,16106.84299,Cubic meter,,,,,,,,,,,,,,,,,,,34396,28.9,,FWDO,Administrative Offices
Kew Gardens Park,Other,70 Kew Beach Av,Toronto,M4L 3R3,18406,Square feet,100,0,269520.2004,kWh,11743.91221,Cubic meter,,,,,,,,,,,,,,,  ,0,  ,  ,34055,21.4,,KGP,Outdoor Recreational Facilities
Mimico Sewage Pumping Station,Facilities related to the pumping of sewage,9 Superior Ave.,Toronto,M8V 2M5,4435,Square feet,168,6778.461074,773800.6574,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,34047,174.5,114.2,MPS,Sewage Pumping Facilities
Beecroft Parking Lot,Parking garages,95 Beecroft Rd,Toronto,M2N 6N6,120297,Square feet,168,0,711287.6453,kWh,1444.941176,Cubic meter,,,,,,,,,,,,,,,,,,,34028,6.0,,BCPL,Parking Lots and Garages
Woodside Square,Public libraries,1571 Sandhurst Circle,Toronto,M1V 1V2,9795,Square feet,70,0,150618.9593,kWh,14478.98355,Cubic meter,,,,,,,,,,,,,,,,,,,33993,31.0,,WS,Public Libraries
Eastern Ave Yard / Shop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",875 Eastern Ave,Toronto,M4L 1A2,9698,Square feet,70,0,98311.36206,kWh,15659.86912,Cubic meter,,,,,,,,,,,,,,,,,,,33923,27.2,,EAYS,Storage Facilities
NW District Office & Garage,Ambulance stations and associated offices and facilities,50 Toryork Dr,Toronto,M9L 1X6,13153,Square feet,168,0,169969.0189,kWh,13874.51492,Cubic meter,,,,,,,,,,,,,,,,,,,33701,24.1,,50TY,Ambulance Stations
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,Toronto,M3H 3P5,1324,Square feet,168,0,63823.893,kWh,16127.02078,Cubic meter,,,,,,,,,,,,,,,,,,,33288,176.8,,AS54,Ambulance Stations
Albion Road Childcare Centre,Other,1545 Albion Rd,Toronto,M9V 1B2,5543,Square feet,100,0,57147.73718,kWh,16160.93132,Cubic meter,,,,,,,,,,,,,,,,,,,33059,41.1,,ARCC,Child Care Facilities
20 Charles St E,Parking garages,20 Charles St E,Toronto,M4Y 1T1,0,Square feet,168,0,358965.2877,kWh,8713.827586,Cubic meter,,,,,,,,,,,,,,,,,,,32264,,,20CHAR,Parking Lots and Garages
Dufferin St Clair,Public libraries,1625 Dufferin St.,Toronto,M6H 3L9,11208,Square feet,70,0,130917.4153,kWh,13868.63188,Cubic meter,,,,,,,,,,,,,,,,,,,31972,24.7,,DU,Public Libraries
Sunnydale Rink (outdoor),Other,50 Amoro Dr,Toronto,M9W 4S3,3509,Square feet,100,0,246708.0193,kWh,11159.94813,Cubic meter,,,,,,,,,,,,,,,,,,,31947,103.9,,SUNNR,Outdoor Recreational Facilities
Former Hydro Building,"Administrative offices and related facilities, including municipal council chambers",1652 Keele St,Toronto,M6M 3W3,22497,Square feet,70,0,507379.9304,kWh,4946.323307,Cubic meter,,,,,,,,,,,,,,,,,,,31673,24.9,,KS1652,Administrative Offices
132 Wellington St W,Parking garages,132 Wellington St W,Toronto,M5J 2H7,0,Square feet,168,0,719396.9053,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,31653,,,132WEL,Parking Lots and Garages
Public Order,Police stations and associated offices and facilities,4610 Finch Ave.E.,Toronto,M1S 4G2,8342,Square feet,168,0,161979.9196,kWh,12888.71742,Cubic meter,,,,,,,,,,,,,,,,,,,31487,35.7,,PORD,Police Stations
Station #42,Ambulance stations and associated offices and facilities,1535 Kingston Rd.,Toronto,M1N 1R5,6997,Square feet,168,0,138750.3374,kWh,13362.362,Cubic meter,,,,,,,,,,,,,,,,,,,31360,40.0,,AS42,Ambulance Stations
Fire Station 123,Fire stations and associated offices and facilities,145 Bond Ave,Toronto,M3B 1M1,2497,Square feet,168,0,53631.18922,kWh,15253.11241,Cubic meter,,,,,,,,,,,,,,,,,,,31188,86.0,,FS123,Fire Stations
North York Memorial Hall,Community centres,5120 Yonge,Toronto,M2N 5N9,10473,Square feet,100,0,214678.1132,kWh,11283.69574,Cubic meter,,,,,,,,,,,,,,,,,,,30772,31.9,,NYMH,Community Centres
Parliament,Public libraries,269 Gerrard St. E.,Toronto,M5A 2G1,14639,Square feet,70,0,145645.0053,kWh,12874.45287,Cubic meter,,,,,,,,,,,,,,,,,,,30741,19.2,,PL,Public Libraries
Fire Station 422,Fire stations and associated offices and facilities,590 Jane St,Toronto,M6S 4A6,7944,Square feet,168,0,59766.4253,kWh,14845.15054,Cubic meter,,,,,,,,,,,,,,,,,,,30687,27.3,,FS422,Fire Stations
High Park Library,Public libraries,228 Roncesvalles Ave.,Toronto,M6R 2L7,9494,Square feet,70,0,169397.8676,kWh,12228.85294,Cubic meter,,,,,,,,,,,,,,,,,,,30566,31.4,,HP,Public Libraries
Fire Training Centre,Fire stations and associated offices and facilities,4562 Sheppard Ave E,Toronto,M1S 1V2,7998,Square feet,168,0,66782.37205,kWh,14482.25807,Cubic meter,,,,,,,,,,,,,,,,,,,30310,27.5,,FIRETC,Fire Stations
Banbury C.C.,Community centres,120 Banbury Rd,Toronto,M3B 2L3,9537,Square feet,100,0,115643.6223,kWh,13163.23487,Cubic meter,,,,,,,,,,,,,,,,,,,29967,26.7,,BANBC,Community Centres
Fire Station 122,Fire stations and associated offices and facilities,2545 Bayview Ave.,Toronto,M2L 1B4,3046,Square feet,168,0,47914.54804,kWh,14703.17316,Cubic meter,,,,,,,,,,,,,,,,,,,29897,66.7,,FS122,Fire Stations
Fire Station 215,Fire stations and associated offices and facilities,5318 Lawrence Ave E,Toronto,M1C 1R4,5737,Square feet,168,0,58343.89918,kWh,14377.17549,Cubic meter,,,,,,,,,,,,,,,,,,,29740,36.6,,FS215,Fire Stations
Fire Station 322,Fire stations and associated offices and facilities,256 Cosburn Ave,Toronto,M4J 2M1,7535,Square feet,168,0,47542.50994,kWh,14511.70766,Cubic meter,,,,,,,,,,,,,,,,,,,29519,26.6,,FS322,Fire Stations
Fire Station 146,Fire stations and associated offices and facilities,2220 Jane Street,Toronto,M3M 1A4,7535,Square feet,168,0,54885.41222,kWh,14232.906,Cubic meter,,,,,,,,,,,,,,,,,,,29315,27.2,,FS146,Fire Stations
Station #18,Ambulance stations and associated offices and facilities,643 Eglinton Ave.W.,Toronto,M5N 1C5,1345,Square feet,168,0,60512.94471,kWh,14087.98815,Cubic meter,,,,,,,,,,,,,,,,,,,29289,155.6,,AS18,Ambulance Stations
Fire Station 242,Fire stations and associated offices and facilities,2733 Brimley Rd,Toronto,M1V 1T4,5500,Square feet,168,0,61154.30796,kWh,13932.54323,Cubic meter,,,,,,,,,,,,,,,,,,,29023,37.9,,FS242,Fire Stations
Fire Station 222,Fire stations and associated offices and facilities,755 Warden Ave,Toronto,M1L 4B3,6910,Square feet,168,0,60897.3998,kWh,13923.10856,Cubic meter,,,,,,,,,,,,,,,,,,,28994,30.1,,FS222,Fire Stations
Fire Station 134,Fire stations and associated offices and facilities,16 Montgomery Ave,Toronto,M4R 1C8,7126,Square feet,168,0,44915.94008,kWh,14127.54187,Cubic meter,,,,,,,,,,,,,,,,,,,28677,27.2,,FS134,Fire Stations
Smythe Park,Other,175 Scarlett Rd,Toronto,M6N 4K7,3000,Square feet,100,0,74084.71302,kWh,13414,Cubic meter,,,,,,,,,,,,,,,,,,,28612,71.9,,SMP,Outdoor Recreational Facilities
Earls Bales Park Flame,Other,4169 Bathurst St /Flame,Toronto,M3H 3P8,0,Square feet,100,0,0,0,15094,Cubic meter,,,,,,,,,,,,,,,,,,,28528,,,EBPF,Outdoor Recreational Facilities
Fire Station 115,Fire stations and associated offices and facilities,115 Parkway Forest Dr,Toronto,M2J 1L8,5985,Square feet,168,0,119229.3353,kWh,12298.48276,Cubic meter,,,,,,,,,,,,,,,,,,,28490,41.6,,FS115,Fire Stations
Oakwood Village,Public libraries,341 Oakwood Ave.,Toronto,M6E 2W1,17287,Square feet,70,0,169641.0779,kWh,11049.83637,Cubic meter,,,,,,,,,,,,,,,,,,,28348,16.6,,OV,Public Libraries
Fire Station 244,Fire stations and associated offices and facilities,2340 Birchmount Rd,Toronto,M1T 2M3,5350,Square feet,168,0,55599.98966,kWh,13687.60912,Cubic meter,,,,,,,,,,,,,,,,,,,28316,37.4,,FS244,Fire Stations
Fire Station 232,Fire stations and associated offices and facilities,1550 Midland Ave,Toronto,M1P 3C2,5350,Square feet,168,0,72980.8084,kWh,13132.81451,Cubic meter,,,,,,,,,,,,,,,,,,,28032,39.6,,FS232,Fire Stations
Withrow Park,Other,725 Logan Ave,Toronto,M4K 3B9,6835,Square feet,100,0,5784.896249,kWh,14695.72784,Cubic meter,,,,,,,,,,,,,,,,,,,28029,23.5,,WITP,Outdoor Recreational Facilities
Colborne Lodge,Cultural facilities,1 Colborne Lodge Dr,Toronto,M6R 2Z3,7050,Square feet,100,0,151258.4504,kWh,11302.03499,Cubic meter,,,,,,,,,,,,,,,,,,,28016,38.4,,CBL,Cultural Facilities
Western District Office,"Administrative offices and related facilities, including municipal council chambers",61 Edgehill Rd.,Toronto,M9A 4N1,4844,Square feet,70,0,31740.14825,kWh,14084.16386,Cubic meter,,,,,,,,,,,,,,,,,,,28016,37.2,,WDO,Administrative Offices
Fire Station 234,Fire stations and associated offices and facilities,40 Coronation Dr,Toronto,M1E 2H1,5350,Square feet,168,0,46619.4304,kWh,13523.10702,Cubic meter,,,,,,,,,,,,,,,,,,,27610,35.4,,FS234,Fire Stations
1 Simcoe St,Street lighting,1 Simcoe St,Toronto,M5J 2N1,0,Square feet,100,0,625739.913,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,27533,,,1SIMCOE,Streetlighting
Ancaster Childcare Centre,Other,45 Ancaster Rd,Toronto,M3K 1S7,7018,Square feet,100,0,143747.0366,kWh,11215.66606,Cubic meter,,,,,,,,,,,,,,,,,,,27522,37.4,,ACC,Child Care Facilities
Weston,Public libraries,2 King St,Toronto,M9N 1K9,11948,Square feet,70,0,151270.5943,kWh,10658.9825,Cubic meter,,,,,,,,,,,,,,,,,,,26801,22.1,,WT,Public Libraries
